Product SKU,Transaction ID,Product,Source,City,Product Revenue,Quantity
NAP2600,#8672,Team Bride Napkins,google,Dallas,$18.36,3
NAP2600,#8804,Team Bride Napkins,Pinterest,Springfield,$18.36,3
NAP2600,#8859,Team Bride Napkins,google,Tustin,$18.36,3
PLA700,#8388,Team Bride Dinner Plates,l.instagram.com,Nashville,$18.36,3
PLA700,#8634,Team Bride Dinner Plates,pay.shopify.com,Albertville,$18.36,3
STR1200,#8376,Pink Bride Straw,google,Homewood,$18.36,3
STR1200,#8420,Pink Bride Straw,google,Georgetown,$18.36,3
STR1200,#8422,Pink Bride Straw,Master,Livermore,$18.36,3
STR1200,#8536,Pink Bride Straw,google,Rensselaer,$18.36,3
STR1200,#8539,Pink Bride Straw,google,Denton,$18.36,3
STR1200,#8563,Pink Bride Straw,google,Newcastle,$18.36,3
STR1200,#8584,Pink Bride Straw,google,Urbanna,$18.36,3
STR1200,#8632,Pink Bride Straw,google,Anaheim,$18.36,3
STR1200,#8719,Pink Bride Straw,google,Atlanta,$18.36,3
STR1200,#8823,Pink Bride Straw,google,West Columbia,$18.36,3
STR1200,#8830,Pink Bride Straw,google,Greenacres,$18.36,3
STR1200,#8890,Pink Bride Straw,(direct),Newton,$18.36,3
STR1200,#8930,Pink Bride Straw,(direct),Thousand Oaks,$18.36,3
STR1200,#8949,Pink Bride Straw,google,Dallas,$18.36,3
STR1200,#8961,Pink Bride Straw,google,Sumner,$18.36,3
STR1200,#9019,Pink Bride Straw,google,Santa Monica,$18.36,3
SUN400,#7536,Flamingo Sunnies,google,Prince Albert,$18.36,3
1.20233E+11,#5678,Bride Squad Napkins,google,Bangkok,$15.74,3
29304631501,#2268,Bride & Bride Tribe Sunnies - Bride,(direct),Middletown,$15.74,3
29304631501,#2272,Bride & Bride Tribe Sunnies - Bride,google,Green Cove Springs,$15.74,3
29304631693,#1039,Pineapple Sunnies,pinterest.com,New York,$15.74,3
29304631693,#1781,Pineapple Sunnies,Master,Atlanta,$15.74,3
29304631757,#1780,Heart Sunnies - White,Master,Brea,$15.74,3
29304631757,#1825,Heart Sunnies - White,(direct),Watertown,$15.74,3
29304631757,#2216,Heart Sunnies - White,google,Metairie,$15.74,3
29304634637,#1061,Bride To Be Headband - Light Pink,google,Houston,$15.74,3
29304634637,#1066,Bride To Be Headband - Light Pink,yahoo,Lafayette,$15.74,3
29304637389,#2272,Let's PARTAY! Frost Flex Shot Cups (8 count),google,Green Cove Springs,$15.74,3
29304638861,#1327,Let's Flamingle Snack Plates,(direct),San Jose,$15.74,3
29304638925,#1331,Blush Ombre Dots Snack Plates,google,Rockville Centre,$15.74,3
29304640077,#1163,Pineapple Party Napkins,google,Fullerton,$15.74,3
29304640077,#1825,Pineapple Party Napkins,(direct),Watertown,$15.74,3
29304640077,#1971,Pineapple Party Napkins,google,Glendale,$15.74,3
29304640205,#2272,Sip Sip Hooray Napkins,google,Green Cove Springs,$15.74,3
29304640397,#1140,Light Pink Bachelorette Bash Napkins,pinterest.com,Lockeford,$15.74,3
29304640461,#1331,Last Fling Before The Ring Napkins,google,Rockville Centre,$15.74,3
29304640461,#2272,Last Fling Before The Ring Napkins,google,Green Cove Springs,$15.74,3
29304643277,#1224,"36"" Mylar Flamingo Balloon",(direct),West Vancouver,$15.74,3
29304643341,#1224,Mylar Love Calligraphy Balloon,(direct),West Vancouver,$15.74,3
29304643341,#1988,Mylar Love Calligraphy Balloon,pinterest.com,Winchester,$15.74,3
29304643405,#1331,"36"" Mylar Engagement Ring Balloon",google,Rockville Centre,$15.74,3
29304643405,#1954,"36"" Mylar Engagement Ring Balloon",(direct),Savage,$15.74,3
29305063245,#1825,Heart Sunnies - Hot Pink,(direct),Watertown,$15.74,3
29305063309,#1825,Heart Sunnies - Light Pink,(direct),Watertown,$15.74,3
29413922573,#1327,Pineapple Snack Plates,(direct),San Jose,$15.74,3
30173655245,#1327,Flamingo Napkins,(direct),San Jose,$15.74,3
30173655245,#1971,Flamingo Napkins,google,Glendale,$15.74,3
30173701901,#1321,Rose All Day Napkins,google,Chicago,$15.74,3
30173701901,#1327,Rose All Day Napkins,(direct),San Jose,$15.74,3
30177369421,#1883,Lingerie Shower Bingo,google,Durham,$15.74,3
30519387661,#1164,Light Pink Party Balloons,yahoo,Ojai,$15.74,5
BAL1100,1.18331E+11,Pink Party Balloons,google,Nashville,$15.74,5
BAL1200,#3910,"36"" Mylar Engagement Ring Balloon",google,Milwaukee,$15.74,3
BAL1200,#6523,"36"" Mylar Engagement Ring Balloon",google,New York,$15.74,3
BAL1200,#6652,"36"" Mylar Engagement Ring Balloon",google,Hillsboro,$15.74,3
BAL1200,#6724,"36"" Mylar Engagement Ring Balloon",instagram.com,Houston,$15.74,3
BAL1200,#6892,"36"" Mylar Engagement Ring Balloon",google,(not set),$15.74,3
BAL1200,#6936,"36"" Mylar Engagement Ring Balloon",Master,Live Oak,$15.74,3
BAL1200,#6958,"36"" Mylar Engagement Ring Balloon",google,Houston,$15.74,3
BAL1200,#7012,"36"" Mylar Engagement Ring Balloon",google,Alexandria,$15.74,3
BAL1200,#7094,"36"" Mylar Engagement Ring Balloon",(direct),New York,$15.74,3
BAL1200,#7112,"36"" Mylar Engagement Ring Balloon",google,Houston,$15.74,3
BAL1200,#7208,"36"" Mylar Engagement Ring Balloon",google,Minneapolis,$15.74,3
BAL1200,#7232,"36"" Mylar Engagement Ring Balloon",google,Irving,$15.74,3
BAL1200,#7233,"36"" Mylar Engagement Ring Balloon",google,Guelph,$15.74,3
BAL1200,#7408,"36"" Mylar Engagement Ring Balloon",google,Coeur d'Alene,$15.74,3
BAL1200,#7448,"36"" Mylar Engagement Ring Balloon",(direct),Los Angeles,$15.74,3
BAL1200,#7537,"36"" Mylar Engagement Ring Balloon",google,Elk River,$15.74,3
BAL1200,#7576,"36"" Mylar Engagement Ring Balloon",google,New York,$15.74,3
BAL1200,#7579,"36"" Mylar Engagement Ring Balloon",google,Boston,$15.74,3
BAL1200,#7614,"36"" Mylar Engagement Ring Balloon",google,Houston,$15.74,3
BAL1200,#7619,"36"" Mylar Engagement Ring Balloon",Master,Overland Park,$15.74,3
BAL1200,#7661,"36"" Mylar Engagement Ring Balloon",google,San Jose,$15.74,3
BAL1200,#7680,"36"" Mylar Engagement Ring Balloon",google,Hong Kong,$15.74,3
BAL1200,#7774,"36"" Mylar Engagement Ring Balloon",google,Chicoutimi,$15.74,3
BAL1200,#8421,"36"" Mylar Engagement Ring Balloon",google,Fort Worth,$15.74,3
BAL1200,#8539,"36"" Mylar Engagement Ring Balloon",google,Denton,$15.74,3
BAL1200,#8617,"36"" Mylar Engagement Ring Balloon",google,Dallas,$15.74,3
BAL1200,#8631,"36"" Mylar Engagement Ring Balloon",google,Sydney,$15.74,3
BAL1300,#4145,Mylar Love Calligraphy Balloon,google,San Jose,$15.74,3
BAL1300,#6596,Mylar Love Calligraphy Balloon,pinterest.com,Chicago,$15.74,3
BAL1300,#6629,Mylar Love Calligraphy Balloon,(direct),Flemington,$15.74,3
BAL1300,#6760,Mylar Love Calligraphy Balloon,google,New York,$15.74,3
BAL1300,#6892,Mylar Love Calligraphy Balloon,google,(not set),$15.74,3
BAL1300,#6913,Mylar Love Calligraphy Balloon,yahoo,San Diego,$15.74,3
BAL1300,#6936,Mylar Love Calligraphy Balloon,Master,Live Oak,$15.74,3
BAL1300,#7009,Mylar Love Calligraphy Balloon,google,Los Angeles,$15.74,3
BAL1300,#7040,Mylar Love Calligraphy Balloon,google,St. Gallen,$15.74,3
BAL1300,#7094,Mylar Love Calligraphy Balloon,(direct),New York,$15.74,3
BAL1300,#7408,Mylar Love Calligraphy Balloon,google,Coeur d'Alene,$15.74,3
BAL1300,#7448,Mylar Love Calligraphy Balloon,(direct),Los Angeles,$15.74,3
BAL1300,#7579,Mylar Love Calligraphy Balloon,google,Boston,$15.74,3
BAL1300,#7673,Mylar Love Calligraphy Balloon,(direct),Cypress,$15.74,3
BAL1300,#7676,Mylar Love Calligraphy Balloon,l.instagram.com,Tuckahoe,$15.74,3
BAL1300,#7774,Mylar Love Calligraphy Balloon,google,Chicoutimi,$15.74,3
BAL1300,#7948,Mylar Love Calligraphy Balloon,pinterest.com,New York,$15.74,3
BAL1300,#7979,Mylar Love Calligraphy Balloon,google,Los Angeles,$15.74,3
BAL1300,#8096,Mylar Love Calligraphy Balloon,bing,Mobile,$15.74,3
BAL1300,#8105,Mylar Love Calligraphy Balloon,google,Hartsville,$15.74,3
BAL1300,#8132,Mylar Love Calligraphy Balloon,google,Dallas,$15.74,3
BAL1300,#8203,Mylar Love Calligraphy Balloon,google,Basel,$15.74,3
BAL1300,#8579,Mylar Love Calligraphy Balloon,pinterest.com,Carrollton,$15.74,3
BAL1300,#8859,Mylar Love Calligraphy Balloon,google,Tustin,$15.74,3
BAL1300,1.18331E+11,Mylar Love Calligraphy Balloon,google,Nashville,$15.74,3
BAL1400,#6883,"36"" Mylar Flamingo Balloon",google,Arvada,$15.74,3
BAL1500,#6883,"26"" Mylar Pineapple Balloon",google,Arvada,$15.74,3
BAL1600,#7112,I Do Crew Gold Confetti Balloons,google,Houston,$15.74,3
BAL1600,#7238,I Do Crew Gold Confetti Balloons,l.instagram.com,San Diego,$15.74,3
BAL1600,#7408,I Do Crew Gold Confetti Balloons,google,Coeur d'Alene,$15.74,3
BAL1600,#7469,I Do Crew Gold Confetti Balloons,(direct),San Diego,$15.74,3
BAL1600,#7579,I Do Crew Gold Confetti Balloons,google,Boston,$15.74,3
BAL1700,#7094,Team Bride Balloons,(direct),New York,$15.74,3
BAL1700,#7178,Team Bride Balloons,google,Silver Spring,$15.74,3
BAL1700,#7238,Team Bride Balloons,l.instagram.com,San Diego,$15.74,3
BAL1700,#7472,Team Bride Balloons,google,Vancouver,$15.74,3
BAL1700,#7521,Team Bride Balloons,(direct),Washington,$15.74,3
BAL400,#5808,Mini Light Pink Heart Balloon Set,l.instagram.com,Denver,$15.74,5
BAL500,#5808,Mini Gold Heart Balloon Set,l.instagram.com,Denver,$15.74,5
CON100,#8269,Rose Gold Team Bride Confetti,google,Houston,$15.74,3
CON100,#8532,Rose Gold Team Bride Confetti,(direct),Phoenix,$15.74,3
FTB100-GOLD,#2913,Bride To Be Headband - Gold,(direct),Nashville,$15.74,3
FTB100-GOLD,#3833,Bride To Be Headband - Gold,pinterest.com,St. Louis,$15.74,3
FTB100-GOLD,#4655,Bride To Be Headband - Gold,google,Cincinnati,$15.74,3
FTB100-GOLD,#6650,Bride To Be Headband - Gold,google,Peachtree City,$15.74,3
FTB100-HTPINK,#5432,Bride To Be Headband - Hot Pink,(direct),Austin,$15.74,3
FTB100-LTPINK,#3358,Bride To Be Headband - Light Pink,(direct),Newington,$15.74,3
FTB100-LTPINK,#4714,Bride To Be Headband - Light Pink,(direct),Chicago,$15.74,3
FTB100-LTPINK,#6621,Bride To Be Headband - Light Pink,(direct),Atlanta,$15.74,3
FTB500-HTPINK,#6603,Feyonc̩ Headband - Hot Pink,google,Chicago,$15.74,3
GAM300,#3195,Lingerie Shower Bingo,(direct),Bellevue,$15.74,3
NAP100,#5576,Rose All Day Napkins,(direct),Boston,$15.74,3
NAP1100,#6047,Pineapple Party Napkins,google,San Francisco,$15.74,3
NAP1100,#6714,Pineapple Cheers! Napkins,google,Seattle,$15.74,3
NAP1100,#6921,Pineapple Cheers! Napkins,google,Waltham,$15.74,3
NAP1100,#6947,Pineapple Cheers! Napkins,google,Durham,$15.74,3
NAP1100,#7237,Pineapple Cheers! Napkins,google,New York,$15.74,3
NAP1100,#7282,Pineapple Cheers! Napkins,google,Boston,$15.74,3
NAP1100,#7652,Pineapple Cheers! Napkins,google,Greenwich,$15.74,3
NAP1100,#7797,Pineapple Cheers! Napkins,bing,Farmington Hills,$15.74,3
NAP1100,#7948,Pineapple Cheers! Napkins,pinterest.com,New York,$15.74,3
NAP1200,#4552,Gold Foil Stripes Napkins,pinterest.com,Los Angeles,$15.74,3
NAP1200,#4689,Gold Foil Stripes Napkins,(direct),Austin,$15.74,3
NAP1200,#6502,Pineapple Party Napkins,google,Bethesda,$15.74,3
NAP1200,#6714,Pineapple Party Napkins,google,Seattle,$15.74,3
NAP1200,#6814,Pineapple Party Napkins,pinterest.com,Detroit,$15.74,3
NAP1200,#6883,Pineapple Party Napkins,google,Arvada,$15.74,3
NAP1200,#7436,White Pineapple Napkins,bing,Towson,$15.74,3
NAP1200,#7489,White Pineapple Napkins,google,Naples,$15.74,3
NAP1200,#8151,White Pineapple Napkins,google,Seattle,$15.74,3
NAP1300,#2839,Let's Flamingle Napkins,(direct),Hattiesburg,$15.74,3
NAP1400,#7294,Pink Pineapple Napkins,google,Oakland,$15.74,3
NAP1400,#7436,Pink Pineapple Napkins,bing,Towson,$15.74,3
NAP1400,#8151,Pink Pineapple Napkins,google,Seattle,$15.74,3
NAP1400,#8296,Pink Pineapple Napkins,google,Oakland,$15.74,3
NAP1500,#6732,Pop The Bubbly Napkins,(direct),Austin,$15.74,3
NAP1500,#7012,Pop The Bubbly Napkins,google,Alexandria,$15.74,3
NAP1500,#7144,Pop The Bubbly Napkins,google,Dallas,$15.74,3
NAP1500,#7248,Pop The Bubbly Napkins,yahoo,San Mateo,$15.74,3
NAP1500,#7607,Pop The Bubbly Napkins,Master,Bedford,$15.74,3
NAP1500,#7716,Pop The Bubbly Napkins,pinterest.com,Fayetteville,$15.74,3
NAP1500,#7743,Pop The Bubbly Napkins,google,Clarksville,$15.74,3
NAP1500,#8364,Pop The Bubbly Napkins,google,Miami,$15.74,3
NAP1500,#8385,Pop The Bubbly Napkins,google,Oklahoma City,$15.74,3
NAP1500,#8424,Pop The Bubbly Napkins,l.instagram.com,Chicago,$15.74,3
NAP1500,#8773,Pop The Bubbly Napkins,google,Spring,$15.74,3
NAP1500,#8961,Pop The Bubbly Napkins,google,Sumner,$15.74,3
NAP1600,#6603,Ring Bling Napkins,google,Chicago,$15.74,3
NAP1600,#6621,Ring Bling Napkins,(direct),Atlanta,$15.74,3
NAP1700,#6596,Rose All Day Napkins,pinterest.com,Chicago,$15.74,3
NAP1700,#6646,Rose All Day Napkins,google,West Covina,$15.74,3
NAP1700,#6787,Rose All Day Napkins,google,St. Louis,$15.74,3
NAP1700,#7127,Rose All Day Napkins,google,Idylwood,$15.74,3
NAP1700,#7218,Rose All Day Napkins,google,Monterey,$15.74,3
NAP1700,#7651,Rose All Day Napkins,google,New York,$15.74,3
NAP1700,#7830,Rose All Day Napkins,google,New York,$15.74,3
NAP1800,#6635,Sip Sip Hooray Napkins,Master,Vancouver,$15.74,3
NAP1800,#6854,Sip Sip Hooray Napkins,google,Dublin,$15.74,3
NAP1800,#7906,Sip Sip Hooray Napkins,google,Hanover,$15.74,3
NAP1800,#8011,Sip Sip Hooray Napkins,(direct),Costa Mesa,$15.74,3
NAP1800,#8030,Sip Sip Hooray Napkins,google,Los Angeles,$15.74,3
NAP1800,#8192,Sip Sip Hooray Napkins,google,Sale,$15.74,3
NAP1900,#6717,Sip Sip Ole Napkins,Facebook,Charlotte,$15.74,3
NAP1900,#7716,Sip Sip Ole Napkins,pinterest.com,Fayetteville,$15.74,3
NAP1900,#7753,Sip Sip Ole Napkins,google,Greenville,$15.74,3
NAP1900,#7867,Sip Sip Ole Napkins,google,Charlotte,$15.74,3
NAP1900,#8097,Sip Sip Ole Napkins,l.instagram.com,Albuquerque,$15.74,3
NAP1900,#8189,Sip Sip Ole Napkins,google,New York,$15.74,3
NAP1900,#8244,Sip Sip Ole Napkins,m.facebook.com,The Woodlands,$15.74,3
NAP1900,#8282,Sip Sip Ole Napkins,google,Starkville,$15.74,3
NAP1900,#8343,Sip Sip Ole Napkins,google,Mount Pleasant,$15.74,3
NAP1900,#8357,Sip Sip Ole Napkins,google,Jersey City,$15.74,3
NAP1900,#8743,Sip Sip Ole Napkins,Pinterest,Maitland,$15.74,3
NAP1900,#8873,Sip Sip Ole Napkins,pinterest.com,Portland,$15.74,3
NAP1900,#8946,Sip Sip Ole Napkins,linktr.ee,New York,$15.74,3
NAP1900,#8962,Sip Sip Ole Napkins,google,Waco,$15.74,3
NAP1900,#9028,Sip Sip Ole Napkins,(direct),Nashville,$15.74,3
NAP1900,#9059,Sip Sip Ole Napkins,google,Omaha,$15.74,3
NAP200,#7952,Bride's Drinking Team Napkins,google,Dallas,$15.74,3
NAP200,#8082,Bride's Drinking Team Napkins,google,San Francisco,$15.74,3
NAP200,#8354,Bride's Drinking Team Napkins,google,Orlando,$15.74,3
NAP2000,#6816,This Se̱orita Needs a Margarita Napkins,google,Spotsylvania Courthouse,$15.74,3
NAP2000,#6987,This Se̱orita Needs a Margarita Napkins,(direct),Porter,$15.74,3
NAP2000,#8282,This Se̱orita Needs a Margarita Napkins,google,Starkville,$15.74,3
NAP2000,#8362,This Se̱orita Needs a Margarita Napkins,google,Birmingham,$15.74,3
NAP2000,#8571,This Se̱orita Needs a Margarita Napkins,google,Carol Stream,$15.74,3
NAP2000,#8805,This Se̱orita Needs a Margarita Napkins,(direct),Melbourne,$15.74,3
NAP2000,#8820,This Se̱orita Needs a Margarita Napkins,google,Boston,$15.74,3
NAP2100,#7830,I Said Yes! Napkins,google,New York,$15.74,3
NAP2200,#7516,Resting Beach Face Napkins,google,Bloomfield,$15.74,3
NAP2200,#7839,Resting Beach Face Napkins,google,Glendale,$15.74,3
NAP2200,#8098,Resting Beach Face Napkins,google,Mobile,$15.74,3
NAP2300,#6877,Rose Gold Ring Bling Napkins,google,New York,$15.74,3
NAP2400,#7676,You Had Me at Tacos Napkins,l.instagram.com,Tuckahoe,$15.74,3
NAP2400,#7802,You Had Me at Tacos Napkins,google,Miami,$15.74,3
NAP2400,#8131,You Had Me at Tacos Napkins,l.instagram.com,Grand Prairie,$15.74,3
NAP2400,#8805,You Had Me at Tacos Napkins,(direct),Melbourne,$15.74,3
NAP2400,#8873,You Had Me at Tacos Napkins,pinterest.com,Portland,$15.74,3
NAP2400,#8946,You Had Me at Tacos Napkins,linktr.ee,New York,$15.74,3
NAP2900,#8082,Ros̩ For Days Napkins,google,San Francisco,$15.74,3
NAP2900,#8082,She Said Yes Napkins,google,San Francisco,$15.74,3
NAP2900,#8410,She Said Yes Napkins,google,Chicago,$15.74,3
NAP2900,#8830,Ros̩ For Days Napkins,google,Greenacres,$15.74,3
NAP300,#6683,Cheers Beaches Napkins,google,Madison,$15.74,3
NAP300,#7247,Cheers Beaches Napkins,google,Charlotte,$15.74,3
NAP300,#8564,Cheers Beaches Napkins,Master,Winston-Salem,$15.74,3
NAP3100,#8217,Hello Sailor Napkins,google,Houston,$15.74,3
NAP3300,#8424,On Lake Time Napkins,l.instagram.com,Chicago,$15.74,3
NAP3600,#8776,Tropic Like It's Hot Napkins,(direct),Tel Aviv-Yafo,$15.74,3
NAP400,#2611,Flamingo Napkins,checkout.shopify.com,New York,$15.74,3
NAP400,#5692,Flamingo Napkins,google,New York,$15.74,3
NAP400,#5736,Flamingo Napkins,google,Washington,$15.74,3
NAP400,#6814,Flamingo Napkins,pinterest.com,Detroit,$15.74,3
NAP400,#7294,Flamingo Napkins,google,Oakland,$15.74,3
NAP400,#7392,Flamingo Napkins,(direct),Cambridge,$15.74,3
NAP500,#6644,Gold & Pink Heart Napkins,google,Destrehan,$15.74,3
NAP500,#6921,Gold & Pink Heart Napkins,google,Waltham,$15.74,3
NAP600,#6680,Gold Foil Stripes Napkins,google,(not set),$15.74,3
NAP800,#6621,Last Fling Before The Ring Napkins,(direct),Atlanta,$15.74,3
NAP800,#7002,Last Fling Before The Ring Napkins,pinterest.com,Fort Worth,$15.74,3
NAP800,#7666,Last Fling Before The Ring Napkins,google,Annandale,$15.74,3
NAP800,#7839,Last Fling Before The Ring Napkins,google,Glendale,$15.74,3
NAP800,#7871,Last Fling Before The Ring Napkins,google,North Lauderdale,$15.74,3
NAP800,#8030,Last Fling Before The Ring Napkins,google,Los Angeles,$15.74,3
NAP800,#8468,Last Fling Before The Ring Napkins,google,Boston,$15.74,3
NAP800,#8592,Last Fling Before The Ring Napkins,Master,Louisville,$15.74,3
NAP800,#8631,Last Fling Before The Ring Napkins,google,Sydney,$15.74,3
NAP900,#4552,Sip Sip Hooray Napkins,pinterest.com,Los Angeles,$15.74,3
NAP900,#6141,Sip Sip Hooray Napkins,(direct),Melbourne,$15.74,3
NAP900,#6883,Let's Flamingle Napkins,google,Arvada,$15.74,3
NAP900,#6913,Let's Flamingle Napkins,yahoo,San Diego,$15.74,3
NAP900,#7238,Let's Flamingle Napkins,l.instagram.com,San Diego,$15.74,3
NAP900,#7472,Let's Flamingle Napkins,google,Vancouver,$15.74,3
NAP900,#7607,Let's Flamingle Napkins,Master,Bedford,$15.74,3
NAP900,#8296,Let's Flamingle Napkins,google,Oakland,$15.74,3
PLA100,#2839,Pineapple Snack Plates,(direct),Hattiesburg,$15.74,3
PLA200,#3267,Pink Brush Confetti Snack Plates,google,Washington,$15.74,3
PLA200,#5678,Pink Brush Confetti Snack Plates,google,Bangkok,$15.74,3
PLA300,#8097,Cactus Snack Plates,l.instagram.com,Albuquerque,$15.74,3
PLA300,#8343,Cactus Snack Plates,google,Mount Pleasant,$15.74,3
PLA400,#8097,Final Fiesta Snack Plates,l.instagram.com,Albuquerque,$15.74,3
PLA400,#8131,Final Fiesta Snack Plates,l.instagram.com,Grand Prairie,$15.74,3
PLA500,#6913,Let's Flamingle Snack Plates,yahoo,San Diego,$15.74,3
PLA600,#2839,Let's Flamingle Snack Plates,(direct),Hattiesburg,$15.74,3
PLA700,#7238,Pineapple Snack Plates,l.instagram.com,San Diego,$15.74,3
PLA700,#7948,Pineapple Snack Plates,pinterest.com,New York,$15.74,3
PLA800,#6644,Pink Brush Confetti Snack Plates,google,Destrehan,$15.74,3
PLA800,#7011,Pink Brush Confetti Snack Plates,google,San Francisco,$15.74,3
PLA800,#8385,Pink Brush Confetti Snack Plates,google,Oklahoma City,$15.74,3
SHO1100,#7392,I Said Yes! Shot Cups (8 count),(direct),Cambridge,$15.74,3
SHO1400,#8269,Last Fling Before The Ring Shot Cups (8 count),google,Houston,$15.74,3
SHO1400,#8830,Last Fling Before The Ring Shot Cups (8 count),google,Greenacres,$15.74,3
SHO1500,#8888,Navy & Pink Bride's Drinking Team Shot Cups (8 count),google,Newnan,$15.74,3
SHO400,#6854,Cheers Beaches Shot Cups (8 count),google,Dublin,$15.74,3
SHO400,#7170,Cheers Beaches Shot Cups (8 count),google,Union City,$15.74,3
SHO400,#7238,Cheers Beaches Shot Cups (8 count),l.instagram.com,San Diego,$15.74,3
SHO700,#6762,Let's Get Smashed Shot Cups (8 count),(direct),Vincennes,$15.74,3
SHO700,#6945,Let's Get Smashed Shot Cups (8 count),google,Annandale,$15.74,3
SHO700,#7093,Let's Get Smashed Shot Cups (8 count),google,Cordova Bay,$15.74,3
SHO700,#7214,Let's Get Smashed Shot Cups (8 count),google,Aurora,$15.74,3
SHO700,#7351,Let's Get Smashed Shot Cups (8 count),google,Madison,$15.74,3
SHO700,#7385,Let's Get Smashed Shot Cups (8 count),(direct),Waukesha,$15.74,3
SHO700,#7401,Let's Get Smashed Shot Cups (8 count),google,Centreville,$15.74,3
SHO700,#7638,Let's Get Smashed Shot Cups (8 count),(direct),Grove City,$15.74,3
SHO700,#8010,Let's Get Smashed Shot Cups (8 count),Master,Grove City,$15.74,3
SHO700,#8055,Let's Get Smashed Shot Cups (8 count),google,Flowood,$15.74,3
SHO700,#8770,Let's Get Smashed Shot Cups (8 count),Master,Ontario,$15.74,3
SUN100,#6617,Bride To Be Sunnies,Master,Chicago,$15.74,3
SUN100,#6735,Bride To Be Sunnies,pinterest.com,Highland Park,$15.74,3
SUN100,#6744,Bride To Be Sunnies,google,Memphis,$15.74,3
SUN100,#7231,Bride To Be Sunnies,(direct),San Francisco,$15.74,3
SUN100,#7358,Bride To Be Sunnies,google,Wilmington,$15.74,3
SUN100,#7367,Bride To Be Sunnies,google,Mayfield,$15.74,3
SUN100,#7392,Bride To Be Sunnies,(direct),Cambridge,$15.74,3
SUN100,#7448,Bride To Be Sunnies,(direct),Los Angeles,$15.74,3
SUN100,#7461,Bride To Be Sunnies,google,Providence,$15.74,3
SUN100,#7472,Bride To Be Sunnies,google,Vancouver,$15.74,3
SUN100,#7521,Bride To Be Sunnies,(direct),Washington,$15.74,3
SUN100,#7536,Bride To Be Sunnies,google,Prince Albert,$15.74,3
SUN100,#7962,Bride To Be Sunnies,google,Saint-Cyr-sur-Loire,$15.74,3
SUN100,#8032,Bride To Be Sunnies,(direct),Buffalo,$15.74,3
SUN100,#8308,Bride To Be Sunnies,google,Vail,$15.74,3
SUN100,#8318,Bride To Be Sunnies,(direct),Corinth,$15.74,3
SUN100,#8319,Bride To Be Sunnies,google,Oxford,$15.74,3
SUN100,#8529,Bride To Be Sunnies,pay.shopify.com,New York,$15.74,3
SUN100,#8539,Bride To Be Sunnies,google,Denton,$15.74,3
SUN100,#8584,Bride To Be Sunnies,google,Urbanna,$15.74,3
SUN100,#8626,Bride To Be Sunnies,google,Davie,$15.74,3
SUN100,#8949,Bride To Be Sunnies,google,Dallas,$15.74,3
SUN200-BRI-WHITE,#6548,Bride Tribe Sunnies - Bride,themillennialmiss.com,Durham,$15.74,3
SUN200-BRI-WHITE,#6649,Bride Tribe Sunnies - Bride,instagram.com,Voorhees Township,$15.74,3
SUN200-BRI-WHITE,#6796,Bride Tribe Sunnies - Bride,google,Ronkonkoma,$15.74,3
SUN200-BRI-WHITE,#7085,Bride Tribe Sunnies - Bride,google,Germantown,$15.74,3
SUN200-BRI-WHITE,#7124,Bride Tribe Sunnies - Bride,google,New Westminster,$15.74,3
SUN200-BRI-WHITE,#7129,Bride Tribe Sunnies - Bride,google,Cambridge,$15.74,3
SUN200-BRI-WHITE,#7178,Bride Tribe Sunnies - Bride,google,Silver Spring,$15.74,3
SUN200-BRI-WHITE,#7179,Bride Tribe Sunnies - Bride,Master,Langley,$15.74,3
SUN200-BRI-WHITE,#7183,Bride Tribe Sunnies - Bride,google,Memphis,$15.74,3
SUN200-BRI-WHITE,#7223,Bride Tribe Sunnies - Bride,google,Colorado Springs,$15.74,3
SUN200-BRI-WHITE,#7282,Bride Tribe Sunnies - Bride,google,Boston,$15.74,3
SUN200-BRI-WHITE,#7395,Bride Tribe Sunnies - Bride,(direct),Stillwater,$15.74,3
SUN200-BRI-WHITE,#7554,Bride Tribe Sunnies - Bride,google,Minneapolis,$15.74,3
SUN200-BRI-WHITE,#7619,Bride Tribe Sunnies - Bride,Master,Overland Park,$15.74,3
SUN200-BRI-WHITE,#7674,Bride Tribe Sunnies - Bride,google,Overland Park,$15.74,3
SUN200-BRI-WHITE,#7692,Bride Tribe Sunnies - Bride,google,Fresno,$15.74,3
SUN200-BRI-WHITE,#7720,Bride Tribe Sunnies - Bride,l.instagram.com,Jackson,$15.74,3
SUN200-BRI-WHITE,#7823,Bride Tribe Sunnies - Bride,google,Charlotte,$15.74,3
SUN200-BRI-WHITE,#7855,Bride Tribe Sunnies - Bride,bing,Bloomfield Township,$15.74,3
SUN200-BRI-WHITE,#7881,Bride Tribe Sunnies - Bride,google,Philadelphia,$15.74,3
SUN200-BRI-WHITE,#7890,Bride Tribe Sunnies - Bride,google,Pembroke,$15.74,3
SUN200-BRI-WHITE,#7943,Bride Tribe Sunnies - Bride,google,Los Angeles,$15.74,3
SUN200-BRI-WHITE,#8060,Bride Tribe Sunnies - Bride,Pinterest,Mexico City,$15.74,3
SUN200-BRI-WHITE,#8106,Bride Tribe Sunnies - Bride,google,Vancouver,$15.74,3
SUN200-BRI-WHITE,#8120,Bride Tribe Sunnies - Bride,google,Webster Groves,$15.74,3
